股票代码,股票名称,行业,收盘价,涨跌幅%,量比,走势类型,趋势强度,中枢位置,中枢上沿ZG,中枢下沿ZD,笔方向,线段方向,买点类型,买点置信度,卖点类型,卖点置信度,二买确认,二买置信度,双级确认买,双级确认卖,信号级别,买入强度,卖出强度,底背驰,顶背驰,均线排列,均线破位,量异常,笔趋势耗尽,综合评分,机会等级,风险等级,止损价
301381,赛维时代,互联网/软件,21.68,-3.21,1.42,-,0.0,中枢内,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,0.0,,,,0.217,D,安全,20.16
300397,天和防务,电子,13.56,-1.67,0.9,-,0.0,中枢内,,,-,-,B3(三买),0.649,-,,,,是,,线段级,0.58,,,,0.0,,,,0.2029,D,安全,12.61
000952,广济药业,医药,7.36,-1.21,0.65,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,0.2,D,安全,6.84
002063,远光软件,互联网/软件,6.36,-1.55,1.11,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,0.2,D,安全,5.91
002137,实益达,电子,8.6,0.35,1.59,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,0.2,D,安全,8.0
002234,民和股份,农业,8.39,-2.44,2.05,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,0.2,D,安全,7.8
002864,盘龙药业,医药,30.75,-0.74,0.61,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,28.6
300140,节能环境,环保/公用,6.62,-2.22,1.21,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,0.2,D,安全,6.16
300673,佩蒂股份,农业,15.7,-0.44,0.86,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,14.6
301083,百胜智能,自动化/制造,17.26,0.41,1.28,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,16.05
301315,威士顿,互联网/软件,50.8,0.02,1.41,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,47.24
600593,大连圣亚,消费,35.66,0.25,0.87,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,33.16
600846,同济科技,基建/地产/石油石化,12.72,-0.31,1.33,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,0.2,D,安全,11.83
603069,海汽集团,交运,17.62,-0.62,1.46,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,16.39
688083,,互联网/软件,56.7,-0.02,1.1,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,52.73
688118,,互联网/软件,28.38,4.22,1.52,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,放量,,0.2,D,安全,26.39
688207,,互联网/软件,15.85,5.11,2.22,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,0.2,D,安全,14.74
688429,,半导体/光伏,14.26,0.71,0.7,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.2,D,安全,13.26
688499,,新能源车/风电,53.76,-3.14,0.94,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,0.2,D,安全,50.0
001255,博菲电气,化工,34.74,-1.39,0.88,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA20, 跌破MA60",,,0.2,D,高危,32.31
300982,苏文电能,基建/地产/石油石化,22.4,-2.61,1.08,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,0.2,D,高危,20.83
600498,烽火通信,通信/计算机,54.29,-8.25,1.15,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,0.2,D,高危,50.49
600800,渤海化学,基建/地产/石油石化,4.63,0.65,0.93,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA10, 跌破MA20",,,0.2,D,高危,4.31
603011,合锻智能,自动化/制造,21.06,-1.4,0.97,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA20, 跌破MA60",,,0.2,D,高危,19.59
600276,恒瑞医药,医药,53.99,-0.61,0.94,盘整,0.3,中枢上,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,-1.0,跌破MA60,,,0.197,D,安全,50.85
600100,同方股份,通信/计算机,8.47,-3.2,1.11,盘整,0.3,中枢上,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,0.0,"跌破MA5, 跌破MA10",,,0.197,D,高危,7.88
002460,赣锋锂业,有色/钢铁/煤炭,78.06,-2.4,0.72,盘整,0.3,中枢上,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20",,,0.197,D,高危,72.6
603889,新澳股份,消费,8.23,-0.12,0.53,盘整,0.3,中枢上,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.197,D,高危,7.65
301588,美新科技,消费,35.53,0.62,0.6,上涨趋势,0.65,中枢上,,,-,-,-,,S2(二卖),0.5,,,,是,线段卖,,0.55,,,1.0,,,,0.1875,D,高危,38.02
600337,美克家居,消费,3.25,2.52,0.88,上涨趋势,0.65,中枢上,,,-,-,-,,S2(二卖),0.5,,,,是,线段卖,,0.55,,,1.0,,,,0.1875,D,高危,3.48
603183,建研院,消费,4.73,-0.63,0.79,上涨趋势,0.65,中枢上,,,-,-,-,,S2(二卖),0.5,,,,是,线段卖,,0.55,,,1.0,,,,0.1875,D,高危,5.0
603637,镇海股份,基建/地产/石油石化,17.28,-2.43,0.65,上涨趋势,0.65,中枢上,,,-,-,-,,S2(二卖),0.5,,,,是,线段卖,,0.55,,,1.0,,,,0.1875,D,高危,18.49
600563,法拉电子,电子,133.97,2.37,1.32,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.532,,,,是,线段卖,,0.556,,,1.0,,,,0.1853,D,高危,143.35
300710,万隆光电,通信/计算机,34.08,-0.93,1.31,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.548,,,,是,线段卖,,0.56,,,1.0,,,,0.1842,D,高危,36.06
002303,美盈森,环保/公用,3.54,-0.84,1.07,盘整,0.3,中枢上,,,-,-,B3(三买),0.663,-,,,,是,,线段级,0.583,,,,-1.0,跌破MA60,,,0.1839,D,安全,3.29
688428,,医药,26.31,-1.28,0.76,-,0.0,中枢上,,,-,-,B3(三买),0.654,-,,,,是,,线段级,0.581,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20",,,0.1833,D,高危,24.47
000534,万泽股份,医药,36.88,-4.6,0.71,上涨趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,0.18,D,高危,34.3
000890,法尔胜,环保/公用,12.14,-5.96,0.59,上涨趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,0.18,D,高危,11.29
002723,小崧股份,电力设备,9.23,-7.14,1.77,上涨趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,0.18,D,高危,8.58
601388,怡球资源,有色/钢铁/煤炭,3.65,-2.93,0.68,上涨趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,0.18,D,高危,3.39
600589,大位科技,互联网/软件,12.85,-2.5,1.19,上涨趋势,0.8,中枢上,,,-,-,-,,S1(一卖),0.692,,,,是,线段卖,,0.588,,,1.0,,,,0.1741,D,高危,13.75
603667,五洲新春,自动化/制造,84.43,9.72,2.98,上涨趋势,0.8,中枢上,,,-,-,-,,S1(一卖),0.722,,,,是,线段卖,,0.594,,,1.0,,倍量,,0.1719,D,高危,90.34
688616,,电力设备,14.34,-0.83,1.47,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.737,,,,是,线段卖,,0.597,,,1.0,,,,0.1709,D,高危,15.34
688535,,半导体/光伏,95.77,5.79,2.78,上涨趋势,0.8,中枢上,,,-,-,-,,S1(一卖),0.896,,,,是,线段卖,,0.629,,,1.0,,倍量,,0.1598,D,高危,99.75
300923,研奥股份,自动化/制造,27.65,-1.32,1.13,-,0.0,中枢内,,,-,-,B3(三买),0.743,-,,,,是,,线段级,0.599,,,,1.0,"跌破MA10, 跌破MA20",,,0.1595,D,高危,25.71
000591,太阳能,电力设备,6.01,3.09,1.81,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,放量,,0.1595,D,高危,6.43
000809,和展能源,新能源车/风电,3.82,-1.8,1.03,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,4.09
002443,金洲管道,有色/钢铁/煤炭,12.33,0.74,1.07,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,12.6
300480,光力科技,自动化/制造,38.9,-1.32,2.04,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,放量,,0.1595,D,高危,41.62
300651,金陵体育,消费,34.29,9.34,1.55,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,放量,,0.1595,D,高危,36.69
300836,佰奥智能,自动化/制造,69.23,1.48,0.91,上涨趋势,0.8,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,74.08
300870,欧陆通,电力设备,406.46,-3.52,0.95,上涨趋势,0.8,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,434.91
301016,雷尔伟,自动化/制造,17.97,0.56,0.69,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,19.23
301092,争光股份,化工,41.01,1.08,1.15,上涨趋势,0.8,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,43.39
301196,唯科科技,化工,154.98,-5.91,1.27,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,165.83
301361,众智科技,电力设备,40.15,2.61,1.7,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,放量,,0.1595,D,高危,42.96
301499,维科精密,新能源车/风电,37.97,0.72,0.84,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,40.32
600163,中闽能源,电力设备,6.67,-4.17,1.43,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,7.14
600855,航天长峰,电子,19.71,1.03,0.69,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,21.09
603078,江化微,电子,30.25,10.0,2.23,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,放量,,0.1595,D,高危,30.4
603356,华菱精工,自动化/制造,19.91,0.05,0.74,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,21.3
603950,长源东谷,新能源车/风电,69.85,-4.16,0.69,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,74.74
603958,哈森股份,消费,24.67,1.02,0.99,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,26.4
688048,,半导体/光伏,458.62,4.97,0.7,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,465.69
688337,,自动化/制造,61.2,1.34,0.95,上涨趋势,0.65,中枢上,,,-,-,-,,S1(一卖),0.9,,,,是,线段卖,,0.63,,,1.0,,,,0.1595,D,高危,65.48
002677,浙江美大,消费,7.9,-0.63,0.58,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.15,D,安全,7.35
600218,全柴动力,新能源车/风电,9.42,1.18,0.9,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,0.15,D,安全,8.76
002554,惠博普,基建/地产/石油石化,3.38,-0.88,0.95,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA20, 跌破MA60",,,0.15,D,高危,3.14
002666,德联集团,化工,5.01,-0.4,0.93,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA20, 跌破MA60",,,0.15,D,高危,4.66
002687,乔治白,消费,4.79,0.21,0.59,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA20, 跌破MA60",,,0.15,D,高危,4.45
920299,灿能电力,电力设备,23.74,-1.7,1.01,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA60",,,0.15,D,高危,22.08
000626,远大控股,交运,8.57,0.12,0.56,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20",,,0.15,D,高危,7.97
000899,赣能股份,电力设备,12.92,-2.86,0.93,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20",,,0.15,D,高危,12.02
000902,新洋丰,化工,14.94,-0.27,0.8,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,13.89
000927,中国铁物,自动化/制造,2.73,-0.36,0.74,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,2.54
001229,魅视科技,通信/计算机,35.86,-1.54,0.69,上涨趋势,0.8,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,33.35
002074,国轩高科,新能源车/风电,36.13,-1.55,0.79,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,33.6
300048,合康新能,自动化/制造,6.17,-0.32,0.73,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,5.74
300113,顺网科技,传媒,27.27,-2.64,0.91,上涨趋势,0.65,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20",,,0.15,D,高危,25.36
600470,六国化工,化工,6.32,0.32,1.12,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,5.88
603391,力聚热能,自动化/制造,62.85,-0.77,0.66,上涨趋势,0.65,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA10, 跌破MA20, 跌破MA60",,,0.15,D,高危,58.45
300788,中信出版,传媒,31.0,-0.9,0.76,-,0.0,中枢上,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,0.147,D,高危,28.83
603519,立霸股份,消费,13.36,-1.55,1.3,-,0.0,中枢上,,,-,-,B3(三买),0.85,-,,,,是,,线段级,0.62,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,0.147,D,高危,12.42
603289,泰瑞机器,自动化/制造,11.08,-3.32,0.94,-,0.0,中枢上,,,-,-,B3(三买),0.776,-,,,,是,,线段级,0.605,,,,1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,0.1418,D,高危,10.3
300206,理邦仪器,医药,14.4,-0.69,0.82,上涨趋势,0.65,中枢上,,,-,-,-,,S2(二卖),0.5,,,,是,线段卖,,0.55,,,1.0,跌破MA10,,,0.1375,D,高危,15.41
301181,标榜股份,新能源车/风电,46.94,-3.4,0.73,上涨趋势,0.65,中枢上,,,-,-,-,,S2(二卖),0.5,,,,是,线段卖,,0.55,,,1.0,跌破MA5,,,0.1375,D,高危,50.23
000301,东方盛虹,基建/地产/石油石化,13.02,-0.31,1.06,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,12.11
000553,安道麦A,化工,6.89,-0.29,0.88,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,6.41
000570,苏常柴Ａ,新能源车/风电,6.47,-0.46,0.41,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,6.02
000628,高新发展,基建/地产/石油石化,63.48,2.75,1.38,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,59.04
000672,上峰水泥,建材,17.18,2.32,1.78,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,15.98
000692,惠天热电,电力设备,5.11,-3.4,0.92,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,4.75
000695,滨海能源,新能源车/风电,15.49,7.42,2.38,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,14.41
000719,中原传媒,传媒,13.81,-1.22,0.62,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,12.84
000767,晋控电力,电力设备,4.9,4.26,2.12,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,4.56
000782,恒申新材,化工,8.25,5.23,1.54,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,7.67
000815,美利云,互联网/软件,21.04,-1.41,0.81,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,19.57
000839,国安股份,通信/计算机,3.44,6.5,3.4,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,3.2
000889,中嘉博创,通信/计算机,5.15,-3.2,0.67,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,4.79
000935,四川双马,金融,32.73,-1.86,1.1,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,30.44
000938,紫光股份,互联网/软件,31.91,-0.72,1.32,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,29.68
000949,新乡化纤,化工,8.28,0.0,1.02,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,7.7
001218,丽臣实业,化工,27.52,-1.18,0.68,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,25.59
001223,欧克科技,自动化/制造,69.8,-1.37,3.06,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,64.91
001226,拓山重工,自动化/制造,52.88,1.48,1.28,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,49.18
001256,炜冈科技,自动化/制造,25.9,2.98,1.48,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,24.09
001259,利仁科技,消费,60.5,10.0,0.39,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,缩量,,0.13,D,安全,56.26
001268,联合精密,消费,43.36,1.86,0.67,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,40.32
001278,一彬科技,新能源车/风电,22.62,-1.31,1.02,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,21.04
001313,粤海饲料,农业,9.07,-1.52,0.98,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,8.44
001314,亿道信息,电子,54.83,-0.71,0.74,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,50.99
001316,润贝航科,基建/地产/石油石化,59.03,-0.99,0.89,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,54.9
001324,长青科技,自动化/制造,20.84,-1.98,1.08,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,19.38
001330,博纳影业,传媒,9.15,0.55,0.69,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,8.51
001331,胜通能源,环保/公用,55.22,3.97,1.54,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,51.35
001332,锡装股份,自动化/制造,66.51,2.85,1.36,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,61.85
001336,楚环科技,环保/公用,30.27,1.61,0.96,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,28.15
001339,智微智能,通信/计算机,101.84,-1.79,0.97,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,94.71
001358,兴欣新材,化工,29.51,0.44,0.75,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,27.44
001368,通达创智,消费,28.76,0.63,0.62,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,26.75
002015,协鑫能科,电力设备,21.71,-7.62,1.35,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,20.19
002034,旺能环境,环保/公用,23.03,4.63,2.44,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,21.42
002050,三花智控,消费,52.06,5.32,2.37,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,48.42
002064,华峰化学,化工,11.48,1.23,1.43,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,10.68
002077,大港股份,半导体/光伏,17.24,-0.29,1.09,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,16.03
002079,苏州固锝,新能源车/风电,12.7,-0.78,1.07,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,11.81
002081,金 螳 螂,建材,7.85,-1.01,1.65,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,7.3
002132,恒星科技,自动化/制造,5.9,-5.6,1.49,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,5.49
002134,天津普林,电子,29.97,-0.73,0.87,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,27.87
002150,正泰电源,自动化/制造,29.72,4.65,1.7,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,27.64
002181,粤 传 媒,传媒,19.69,10.0,0.97,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,18.31
002183,怡 亚 通,消费,7.17,-4.53,1.42,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,6.67
002185,华天科技,半导体/光伏,14.3,0.28,1.64,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,13.3
002208,合肥城建,基建/地产/石油石化,20.76,4.85,3.57,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,19.31
002248,华东数控,自动化/制造,13.39,1.44,0.99,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,12.45
002254,泰和新材,化工,14.18,-4.77,3.82,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,13.19
002281,光迅科技,通信/计算机,196.49,-3.59,1.24,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,182.74
002283,天润工业,新能源车/风电,12.36,-2.22,1.2,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,11.49
002293,罗莱生活,消费,11.59,2.02,0.99,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,10.78
002316,亚联发展,通信/计算机,5.44,-2.16,1.09,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,5.06
002329,皇氏集团,消费,4.75,-0.21,0.99,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,4.42
002331,皖通科技,互联网/软件,9.63,-0.31,0.72,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,8.96
002338,奥普光电,电子,63.63,0.98,0.83,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,59.18
002348,高乐股份,消费,13.72,10.02,1.0,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,12.76
002350,北京科锐,电力设备,16.38,-1.33,0.76,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,15.23
002371,北方华创,半导体/光伏,592.0,4.89,1.88,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,550.56
002375,亚厦股份,建材,4.52,-3.21,1.78,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,4.2
